"S.No.","Year","State","Industry","Count","Last.Update","Funding_Lakhs","Valuation_Lakhs"
1449,2023,"Gujarat","Art & Photography",10,"30-04-2025",2528.3249109285,29962.1736159894
1450,2023,"Gujarat","Chemicals",95,"30-04-2025",1387.70334676374,16939.032052774
1451,2023,"Gujarat","Computer Vision",5,"30-04-2025",3014.07063786173,20829.4015565741
1452,2023,"Gujarat","Telecommunication & Networking",20,"30-04-2025",3692.3962500412,34306.9694160917
1453,2023,"Gujarat","Construction",204,"30-04-2025",3582.21016860334,51519.0420703715
1454,2023,"Gujarat","Agriculture",229,"30-04-2025",626.640037423931,9602.88253758444
1455,2023,"Gujarat","Aeronautics Aerospace & Defence",38,"30-04-2025",2896.8470607535,21309.6116877897
1456,2023,"Gujarat","AI",27,"30-04-2025",4000.7533367374,68018.0666774902
1457,2023,"Gujarat","Green Technology",62,"30-04-2025",1197.52779336413,9530.19067448995
1458,2023,"Gujarat","Events",5,"30-04-2025",3638.03633641219,47620.1285951554
1459,2023,"Gujarat","Fashion",104,"30-04-2025",4198.21482929401,82658.5032997765
1460,2023,"Gujarat","Finance Technology",79,"30-04-2025",638.250925356988,7183.74743118753
1461,2023,"Gujarat","Enterprise Software",38,"30-04-2025",4796.80446330458,29838.0372868261
1462,2023,"Gujarat","Food & Beverages",186,"30-04-2025",3751.43469265895,28313.075704339
1463,2023,"Gujarat","Design",28,"30-04-2025",4063.90291992575,31817.4838726783
1464,2023,"Gujarat","Dating Matrimonial",1,"30-04-2025",990.092730906326,5381.09237486845
1465,2023,"Gujarat","Education",98,"30-04-2025",178.545448533259,1644.45419407861
1466,2023,"Gujarat","Renewable Energy",145,"30-04-2025",4325.72234654799,45245.0799109341
1467,2023,"Gujarat","Technology Hardware",206,"30-04-2025",4599.94033369003,42020.6314727573
1468,2023,"Gujarat","Healthcare & Lifesciences",331,"30-04-2025",731.258540053386,4965.35251289771
1469,2023,"Gujarat","Internet of Things",21,"30-04-2025",2414.36067835893,16786.442613131
1470,2023,"Gujarat","IT Services",285,"30-04-2025",2341.65942637483,42341.3260806996
1471,2023,"Gujarat","Human Resources",37,"30-04-2025",3515.88412490673,40021.9730954618
1472,2023,"Gujarat","Marketing",55,"30-04-2025",374.595760833472,2436.22014927072
1473,2023,"Gujarat","Nanotechnology",4,"30-04-2025",3678.5479669692,26648.7939981116
1474,2023,"Gujarat","Non- Renewable Energy",47,"30-04-2025",2009.86137222499,36904.9346400704
1475,2023,"Gujarat","Pets & Animals",5,"30-04-2025",2334.36483185505,43545.5909076212
1476,2023,"Gujarat","Media & Entertainment",30,"30-04-2025",3640.23184812395,64195.2258056359
1477,2023,"Gujarat","Retail",57,"30-04-2025",2376.51310276706,31458.4813652858
1478,2023,"Gujarat","House-Hold Services",42,"30-04-2025",4997.64368870528,44844.4369547598
1479,2023,"Gujarat","Professional & Commercial Services",190,"30-04-2025",4237.38216906786,72327.531424418
1480,2023,"Gujarat","Sports",14,"30-04-2025",4149.62615366094,24882.9608887626
1481,2023,"Gujarat","Social Impact",13,"30-04-2025",3820.13950434048,23681.83004516
1482,2023,"Gujarat","Social Network",8,"30-04-2025",604.927134467289,5549.92465409585
1483,2023,"Gujarat","Textiles & Apparel",114,"30-04-2025",4202.93624554761,52173.1059839664
1484,2023,"Gujarat","Indic Language Startups",20,"30-04-2025",4078.56009447714,72763.7244902824
1485,2023,"Gujarat","Transportation & Storage",38,"30-04-2025",4957.49036135385,77385.5205155025
1486,2023,"Gujarat","Logistics",20,"30-04-2025",289.156897831708,3249.18407276392
1487,2023,"Gujarat","Travel & Tourism",37,"30-04-2025",3746.60016660346,49028.6666436029
1488,2023,"Gujarat","Security Solutions",20,"30-04-2025",2125.60193187091,15195.798038931
1489,2023,"Gujarat","Real Estate",25,"30-04-2025",2931.61229109392,36953.8384228048
1490,2023,"Gujarat","Other Specialty Retailers",33,"30-04-2025",4162.13360809488,27836.3923160874
1491,2023,"Gujarat","Safety",12,"30-04-2025",116.976605425589,848.962293546002
1492,2023,"Gujarat","Robotics",11,"30-04-2025",107.032727682963,1975.7641228063
1493,2023,"Gujarat","Biotechnology",13,"30-04-2025",4982.40625102771,44699.6921625508
1494,2023,"Gujarat","Waste Management",43,"30-04-2025",3840.16385205323,62424.6950532724
1495,2023,"Gujarat","Others",20,"30-04-2025",1607.57992269937,16303.472447849
1496,2023,"Gujarat","Toys and Games",13,"30-04-2025",4069.45813458879,59148.8463887293
1497,2023,"Himachal Pradesh","Analytics",1,"30-04-2025",4956.53512624558,40482.6838347587
1498,2023,"Himachal Pradesh","Architecture Interior Design",1,"30-04-2025",1043.759985012,16524.5421697008
1499,2023,"Himachal Pradesh","Art & Photography",1,"30-04-2025",3247.8842402692,54118.3051220675
1500,2023,"Himachal Pradesh","Chemicals",2,"30-04-2025",2215.87610809365,42978.075666884
1501,2023,"Himachal Pradesh","Construction",17,"30-04-2025",4693.23989457916,91102.58740697
1502,2023,"Himachal Pradesh","Agriculture",28,"30-04-2025",4940.61636169208,59244.019748461
1503,2023,"Himachal Pradesh","AI",1,"30-04-2025",2308.78182692686,42912.4724616044
1504,2023,"Himachal Pradesh","Green Technology",1,"30-04-2025",1191.54396882514,18009.1174531158
1505,2023,"Himachal Pradesh","Events",1,"30-04-2025",3492.67187915975,52239.5833195849
1506,2023,"Himachal Pradesh","Fashion",1,"30-04-2025",2805.3301058244,41425.1328653046
1507,2023,"Himachal Pradesh","Finance Technology",1,"30-04-2025",2944.3149429746,34724.3051207259
1508,2023,"Himachal Pradesh","Enterprise Software",2,"30-04-2025",2196.47467220202,27921.4579989338
1509,2023,"Himachal Pradesh","Food & Beverages",7,"30-04-2025",2159.5665111905,34046.4627201103
1510,2023,"Himachal Pradesh","Education",5,"30-04-2025",3004.42925755633,33199.861073371
1511,2023,"Himachal Pradesh","Renewable Energy",5,"30-04-2025",2287.82364509534,18823.1409150712
1512,2023,"Himachal Pradesh","Technology Hardware",9,"30-04-2025",4785.21286034957,53520.1865114782
1513,2023,"Himachal Pradesh","Healthcare & Lifesciences",18,"30-04-2025",4229.93023250019,59502.2174785363
1514,2023,"Himachal Pradesh","IT Services",5,"30-04-2025",1152.70458316663,13860.1883174128
1515,2023,"Himachal Pradesh","Human Resources",2,"30-04-2025",2129.84237618512,28734.9267796185
1516,2023,"Himachal Pradesh","Marketing",3,"30-04-2025",2128.91553089721,23483.7530925286
1517,2023,"Himachal Pradesh","Media & Entertainment",6,"30-04-2025",152.914701960981,786.393558441243
1518,2023,"Himachal Pradesh","Retail",3,"30-04-2025",1933.2174492185,15385.4175159249
1519,2023,"Himachal Pradesh","House-Hold Services",1,"30-04-2025",2140.62471655197,41883.3155778079
1520,2023,"Himachal Pradesh","Professional & Commercial Services",7,"30-04-2025",997.559013939463,15515.7433026118
1521,2023,"Himachal Pradesh","Social Impact",1,"30-04-2025",3541.3799446309,22567.5591835034
1522,2023,"Himachal Pradesh","Transportation & Storage",1,"30-04-2025",116.92635245854,1773.57456871316
1523,2023,"Himachal Pradesh","Travel & Tourism",6,"30-04-2025",3669.45537354331,18585.1287307657
1524,2023,"Himachal Pradesh","Security Solutions",1,"30-04-2025",2191.98428498348,19478.3601964835
1525,2023,"Himachal Pradesh","Other Specialty Retailers",5,"30-04-2025",3669.63846039725,45862.9602115553
1526,2023,"Himachal Pradesh","Waste Management",1,"30-04-2025",119.01068482548,1105.47325686154
1527,2023,"Himachal Pradesh","Toys and Games",1,"30-04-2025",274.300876981579,3604.73476192039
1528,2023,"Haryana","Analytics",6,"30-04-2025",2121.1511633941,30972.7315813702
1529,2023,"Haryana","Advertising",15,"30-04-2025",3237.00801053783,40307.5309225544
1530,2023,"Haryana","Architecture Interior Design",11,"30-04-2025",1137.97923870152,18504.2666524317
1531,2023,"Haryana","AR VR (Augmented + Virtual Reality)",7,"30-04-2025",4175.54113151273,55695.019545523
1532,2023,"Haryana","Automotive",70,"30-04-2025",3489.09820204135,62885.0461174906
1533,2023,"Haryana","Art & Photography",6,"30-04-2025",4500.66620177822,30471.0686817658
1534,2023,"Haryana","Animation",1,"30-04-2025",2100.48941217829,36178.2750132633
1535,2023,"Haryana","Chemicals",23,"30-04-2025",2084.47328113252,33036.018127666
1536,2023,"Haryana","Computer Vision",3,"30-04-2025",1287.57419754984,25126.6218796961
1537,2023,"Haryana","Telecommunication & Networking",16,"30-04-2025",1900.14684324851,35617.6583599645
1538,2023,"Haryana","Construction",103,"30-04-2025",1197.86902671913,8063.61903928823
1539,2023,"Haryana","Agriculture",74,"30-04-2025",4661.43566499231,37348.1787475592
1540,2023,"Haryana","Aeronautics Aerospace & Defence",20,"30-04-2025",2407.90653800359,35719.9352079635
1541,2023,"Haryana","AI",33,"30-04-2025",285.941764793824,4089.60972310972
1542,2023,"Haryana","Green Technology",37,"30-04-2025",3878.9787272457,76595.6297838271
1543,2023,"Haryana","Events",7,"30-04-2025",1689.03078063158,18407.9149203892
1544,2023,"Haryana","Fashion",33,"30-04-2025",2786.73852952197,54373.5148861235
1545,2023,"Haryana","Finance Technology",60,"30-04-2025",3397.83611815656,41237.7457615184
1546,2023,"Haryana","Enterprise Software",28,"30-04-2025",1422.80513587175,13725.4728166382
1547,2023,"Haryana","Food & Beverages",87,"30-04-2025",311.635607923381,5463.26288793968
1548,2023,"Haryana","Design",7,"30-04-2025",2157.50498933485,30071.0919179158
1549,2023,"Haryana","Dating Matrimonial",2,"30-04-2025",3070.08648604387,43414.3163718081
1550,2023,"Haryana","Education",87,"30-04-2025",4881.42787357792,71439.5000778191
1551,2023,"Haryana","Renewable Energy",49,"30-04-2025",4850.51059508696,95068.3416823402
1552,2023,"Haryana","Technology Hardware",55,"30-04-2025",487.998558860272,6198.86418350127
1553,2023,"Haryana","Healthcare & Lifesciences",163,"30-04-2025",2516.98118442437,26547.9189176946
1554,2023,"Haryana","Internet of Things",10,"30-04-2025",2008.66237052251,15418.3348752892
1555,2023,"Haryana","IT Services",187,"30-04-2025",1982.14304896537,37586.0597782446
1556,2023,"Haryana","Human Resources",55,"30-04-2025",1626.57247971511,16336.8175934375
1557,2023,"Haryana","Marketing",34,"30-04-2025",3428.74651845777,33823.8387522848
1558,2023,"Haryana","Non- Renewable Energy",7,"30-04-2025",1458.84379250929,26514.9937038372
1559,2023,"Haryana","Pets & Animals",9,"30-04-2025",1980.96883548424,22044.1866851546
1560,2023,"Haryana","Media & Entertainment",30,"30-04-2025",4951.33437346667,97496.6860032308
1561,2023,"Haryana","Retail",40,"30-04-2025",3970.42837088229,41994.5929502928
1562,2023,"Haryana","House-Hold Services",24,"30-04-2025",1596.40550016193,22735.5430182187
1563,2023,"Haryana","Professional & Commercial Services",79,"30-04-2025",4094.73276542267,58142.4908521757
1564,2023,"Haryana","Sports",12,"30-04-2025",1143.5033724294,7549.98031841958
1565,2023,"Haryana","Social Impact",12,"30-04-2025",2530.315410404,38444.9831640136
1566,2023,"Haryana","Social Network",6,"30-04-2025",876.512866746634,4396.31608656573
1567,2023,"Haryana","Textiles & Apparel",43,"30-04-2025",642.313012725208,8584.91311237435
1568,2023,"Haryana","Indic Language Startups",2,"30-04-2025",4493.16934030503,58823.4730479702
1569,2023,"Haryana","Transportation & Storage",28,"30-04-2025",513.888649374712,8162.00623547316
1570,2023,"Haryana","Logistics",12,"30-04-2025",4332.03985549044,43620.3065809586
1571,2023,"Haryana","Travel & Tourism",26,"30-04-2025",1419.12774537923,11717.6066486495
1572,2023,"Haryana","Security Solutions",18,"30-04-2025",185.054279025644,1494.12426604515
1573,2023,"Haryana","Airport Operations",1,"30-04-2025",3947.55556863965,43754.6996463117
1574,2023,"Haryana","Real Estate",29,"30-04-2025",1825.36848399322,10369.4312403254
1575,2023,"Haryana","Other Specialty Retailers",18,"30-04-2025",174.259680544492,2813.01233060306
1576,2023,"Haryana","Safety",9,"30-04-2025",3743.16330990987,69431.2652860307
1577,2023,"Haryana","Robotics",7,"30-04-2025",196.646606910508,3491.60778411571
1578,2023,"Haryana","Passenger Experience",1,"30-04-2025",2197.63091341592,20532.1071201582
1579,2023,"Haryana","Biotechnology",3,"30-04-2025",1320.30282333726,19126.8361130991
1580,2023,"Haryana","Waste Management",26,"30-04-2025",2515.17534382874,19238.3722767805
1581,2023,"Haryana","Others",7,"30-04-2025",3284.10839135759,53906.6046574755
1582,2023,"Haryana","Toys and Games",5,"30-04-2025",464.101584022865,8056.45679606089
1583,2023,"Jammu and Kashmir","Architecture Interior Design",1,"30-04-2025",943.338685610797,16030.5733056567
1584,2023,"Jammu and Kashmir","Automotive",1,"30-04-2025",567.089382885024,9382.1999060808
1585,2023,"Jammu and Kashmir","Art & Photography",3,"30-04-2025",4071.34526990121,64867.1262543722
1586,2023,"Jammu and Kashmir","Telecommunication & Networking",3,"30-04-2025",3156.13708611345,45799.2449401146
1587,2023,"Jammu and Kashmir","Construction",71,"30-04-2025",3171.33380555315,35431.1798854664
1588,2023,"Jammu and Kashmir","Agriculture",20,"30-04-2025",1984.90475855069,22243.5763456314
1589,2023,"Jammu and Kashmir","Aeronautics Aerospace & Defence",1,"30-04-2025",2189.65519025223,25226.914758058
1590,2023,"Jammu and Kashmir","AI",1,"30-04-2025",1775.73831120972,19516.8182639238
1591,2023,"Jammu and Kashmir","Green Technology",3,"30-04-2025",3978.11090544565,63631.4974004288
1592,2023,"Jammu and Kashmir","Events",1,"30-04-2025",4440.3337547672,64426.8413440908
1593,2023,"Jammu and Kashmir","Fashion",3,"30-04-2025",3273.07907926152,32293.0115548429
1594,2023,"Jammu and Kashmir","Finance Technology",2,"30-04-2025",2984.67315809103,30100.1780604602
1595,2023,"Jammu and Kashmir","Food & Beverages",12,"30-04-2025",1672.71936456673,19591.6896825835
1596,2023,"Jammu and Kashmir","Design",4,"30-04-2025",424.662371352315,4003.90511013985
1597,2023,"Jammu and Kashmir","Education",19,"30-04-2025",2977.36684828997,35583.658410815
1598,2023,"Jammu and Kashmir","Renewable Energy",4,"30-04-2025",932.766979432199,17667.5673116468
1599,2023,"Jammu and Kashmir","Technology Hardware",4,"30-04-2025",3719.68311441597,21738.4582390509
1600,2023,"Jammu and Kashmir","Healthcare & Lifesciences",13,"30-04-2025",1504.68723025406,10753.0562482769
1601,2023,"Jammu and Kashmir","Internet of Things",2,"30-04-2025",3213.96976293763,46484.3592267065
1602,2023,"Jammu and Kashmir","IT Services",13,"30-04-2025",667.870866390876,4923.10824596581
1603,2023,"Jammu and Kashmir","Human Resources",5,"30-04-2025",1313.56562956935,20668.8922710752
1604,2023,"Jammu and Kashmir","Marketing",2,"30-04-2025",4111.84470227454,29708.747837692
1605,2023,"Jammu and Kashmir","Non- Renewable Energy",4,"30-04-2025",4028.71294523356,48886.7261637082
1606,2023,"Jammu and Kashmir","Media & Entertainment",1,"30-04-2025",276.881422102451,2547.24227652332
1607,2023,"Jammu and Kashmir","Retail",2,"30-04-2025",4383.88202320784,85283.9604620599
1608,2023,"Jammu and Kashmir","House-Hold Services",1,"30-04-2025",683.644995337818,10762.7153627079
1609,2023,"Jammu and Kashmir","Professional & Commercial Services",13,"30-04-2025",3063.71544754365,35090.2248039277
1610,2023,"Jammu and Kashmir","Sports",1,"30-04-2025",2374.35602270998,25455.8624283797
1611,2023,"Jammu and Kashmir","Social Impact",1,"30-04-2025",2808.590873715,44318.3429073188
1612,2023,"Jammu and Kashmir","Textiles & Apparel",4,"30-04-2025",3665.44428366469,32053.0767003697
1613,2023,"Jammu and Kashmir","Indic Language Startups",3,"30-04-2025",2375.8005094016,36926.2633025973
1614,2023,"Jammu and Kashmir","Transportation & Storage",4,"30-04-2025",4943.61979216337,51953.271187818
1615,2023,"Jammu and Kashmir","Logistics",2,"30-04-2025",4924.10850346787,82504.3573870598
1616,2023,"Jammu and Kashmir","Travel & Tourism",11,"30-04-2025",1996.75917105051,30095.1846192052
1617,2023,"Jammu and Kashmir","Security Solutions",5,"30-04-2025",3063.79333082587,45738.8122066387
1618,2023,"Jammu and Kashmir","Real Estate",2,"30-04-2025",1760.14446390327,16480.1012194555
1619,2023,"Jammu and Kashmir","Other Specialty Retailers",2,"30-04-2025",2213.70718252147,25152.7901432619
1620,2023,"Jammu and Kashmir","Safety",2,"30-04-2025",1184.20321851736,21315.2788274102
1621,2023,"Jharkhand","Analytics",2,"30-04-2025",80.0576280918904,1256.98820684917
1622,2023,"Jharkhand","Advertising",2,"30-04-2025",168.190596648492,1611.59035447291
1623,2023,"Jharkhand","Architecture Interior Design",1,"30-04-2025",340.854220185429,4772.30520709777
1624,2023,"Jharkhand","AR VR (Augmented + Virtual Reality)",2,"30-04-2025",3834.64944321895,40787.1417140144
1625,2023,"Jharkhand","Automotive",9,"30-04-2025",2371.76782721654,33069.5421333408
1626,2023,"Jharkhand","Art & Photography",1,"30-04-2025",4261.6178071592,61448.259202686
1627,2023,"Jharkhand","Chemicals",10,"30-04-2025",2929.51098338235,48224.6434875595
1628,2023,"Jharkhand","Computer Vision",1,"30-04-2025",975.096898863558,7798.95732446416
1629,2023,"Jharkhand","Telecommunication & Networking",1,"30-04-2025",3064.85184365883,51190.3717181867
1630,2023,"Jharkhand","Construction",40,"30-04-2025",4472.04157905653,36849.7210865937
1631,2023,"Jharkhand","Agriculture",18,"30-04-2025",3981.88977113459,49570.5405014714
1632,2023,"Jharkhand","Aeronautics Aerospace & Defence",1,"30-04-2025",2545.2595280949,38658.2329127061
1633,2023,"Jharkhand","AI",3,"30-04-2025",2143.98995501688,21931.2751919994
1634,2023,"Jharkhand","Green Technology",2,"30-04-2025",3289.18737436179,18419.2364375906
1635,2023,"Jharkhand","Events",2,"30-04-2025",4444.30564657087,82749.6036786205
1636,2023,"Jharkhand","Fashion",4,"30-04-2025",4465.48153209733,28574.5249787772
1637,2023,"Jharkhand","Finance Technology",8,"30-04-2025",933.033162378706,11958.7659376461
1638,2023,"Jharkhand","Enterprise Software",5,"30-04-2025",1324.6370025794,23027.7763892295
1639,2023,"Jharkhand","Food & Beverages",19,"30-04-2025",611.52059850283,6298.90575896543
1640,2023,"Jharkhand","Education",14,"30-04-2025",3995.93684518477,52861.573789097
1641,2023,"Jharkhand","Renewable Energy",13,"30-04-2025",592.215519503225,4489.11372700127
1642,2023,"Jharkhand","Technology Hardware",8,"30-04-2025",4153.9048890234,37345.493986588
1643,2023,"Jharkhand","Healthcare & Lifesciences",28,"30-04-2025",3866.67916978477,54505.6274417075
1644,2023,"Jharkhand","Internet of Things",1,"30-04-2025",4721.26255237963,68395.860288229
1645,2023,"Jharkhand","IT Services",33,"30-04-2025",2361.44008816918,34855.2442126593
1646,2023,"Jharkhand","Human Resources",12,"30-04-2025",4702.28545515565,88032.3794377944
1647,2023,"Jharkhand","Marketing",6,"30-04-2025",3936.65556489723,27215.0403826257
1648,2023,"Jharkhand","Nanotechnology",2,"30-04-2025",4379.30898130871,73645.1415986919
1649,2023,"Jharkhand","Non- Renewable Energy",3,"30-04-2025",2002.59013450705,12679.5656110897
1650,2023,"Jharkhand","Pets & Animals",1,"30-04-2025",543.510845873971,7657.16814027062
1651,2023,"Jharkhand","Media & Entertainment",6,"30-04-2025",1420.95903112786,19319.4426337325
1652,2023,"Jharkhand","Retail",8,"30-04-2025",3624.99915303197,52604.6362494069
1653,2023,"Jharkhand","House-Hold Services",3,"30-04-2025",1813.71063812403,14684.3953586281
1654,2023,"Jharkhand","Professional & Commercial Services",19,"30-04-2025",1944.42382283742,23570.834645611
1655,2023,"Jharkhand","Sports",4,"30-04-2025",208.244821825065,3887.732116094
1656,2023,"Jharkhand","Social Impact",1,"30-04-2025",2631.15417028312,19592.0199001082
1657,2023,"Jharkhand","Social Network",1,"30-04-2025",649.335655977484,4552.85457344019
1658,2023,"Jharkhand","Textiles & Apparel",5,"30-04-2025",4431.66167367017,72076.5227375368
1659,2023,"Jharkhand","Indic Language Startups",2,"30-04-2025",419.499180081766,2479.46566837127
1660,2023,"Jharkhand","Transportation & Storage",2,"30-04-2025",3931.9283365272,46146.5782591643
1661,2023,"Jharkhand","Logistics",2,"30-04-2025",4277.95489772689,51687.7920011686
1662,2023,"Jharkhand","Travel & Tourism",6,"30-04-2025",234.031944640446,1450.80371150242
1663,2023,"Jharkhand","Security Solutions",8,"30-04-2025",1411.96037201444,21464.1173459144
1664,2023,"Jharkhand","Real Estate",5,"30-04-2025",3228.24624789646,29410.4372960907
1665,2023,"Jharkhand","Other Specialty Retailers",2,"30-04-2025",3936.13787969807,52881.8592315077
1666,2023,"Jharkhand","Safety",1,"30-04-2025",2030.3104239516,20814.5446414231
1667,2023,"Jharkhand","Waste Management",2,"30-04-2025",4679.74653209094,55120.4721113551
1668,2023,"Jharkhand","Others",7,"30-04-2025",1983.05900532287,32626.7099500077
1669,2023,"Jharkhand","Toys and Games",1,"30-04-2025",2148.59857034171,31613.9027206118
1670,2023,"Bihar","Advertising",5,"30-04-2025",1467.78742034221,26496.9266060239
1671,2023,"Bihar","Architecture Interior Design",4,"30-04-2025",3078.1546222046,25600.8144477835
1672,2023,"Bihar","Automotive",10,"30-04-2025",2816.12305621384,20027.6211285405
1673,2023,"Bihar","Art & Photography",3,"30-04-2025",247.837318549864,3431.74754097297
1674,2023,"Bihar","Chemicals",6,"30-04-2025",3739.1456368845,59382.769642063
1675,2023,"Bihar","Computer Vision",1,"30-04-2025",1072.11273253197,8612.74177396628
1676,2023,"Bihar","Telecommunication & Networking",8,"30-04-2025",3299.65502717532,46002.9990335156
1677,2023,"Bihar","Construction",166,"30-04-2025",2635.95262272283,21506.1240600584
1678,2023,"Bihar","Agriculture",72,"30-04-2025",3185.51109498367,27776.7894511247
1679,2023,"Bihar","Aeronautics Aerospace & Defence",4,"30-04-2025",3106.93751244107,40817.0488554566
1680,2023,"Bihar","AI",2,"30-04-2025",1460.23295979248,12413.3852577866
1681,2023,"Bihar","Green Technology",9,"30-04-2025",1157.84575109137,17245.5480039778
1682,2023,"Bihar","Events",6,"30-04-2025",2718.14580882201,18119.2011896837
1683,2023,"Bihar","Fashion",12,"30-04-2025",4982.0412874571,39287.6538791742
1684,2023,"Bihar","Finance Technology",13,"30-04-2025",1678.13685754081,28797.5859384764
1685,2023,"Bihar","Enterprise Software",4,"30-04-2025",1650.51363724051,9749.25881410205
1686,2023,"Bihar","Food & Beverages",60,"30-04-2025",224.851413420402,3424.91612871165
1687,2023,"Bihar","Design",1,"30-04-2025",2651.77867001621,19319.4006634889
1688,2023,"Bihar","Dating Matrimonial",2,"30-04-2025",3004.19422930572,21764.3369117601
1689,2023,"Bihar","Education",54,"30-04-2025",3723.32896296866,19886.6264564541
1690,2023,"Bihar","Renewable Energy",13,"30-04-2025",4766.54379146639,49553.5253890092
1691,2023,"Bihar","Technology Hardware",23,"30-04-2025",2473.62512736581,32824.8067780714
1692,2023,"Bihar","Healthcare & Lifesciences",73,"30-04-2025",462.27236011764,3355.03243014418
1693,2023,"Bihar","Internet of Things",5,"30-04-2025",1336.64359502727,21131.968964757
1694,2023,"Bihar","IT Services",54,"30-04-2025",4380.49079675693,57546.2280669764
1695,2023,"Bihar","Human Resources",28,"30-04-2025",4267.69272506936,83063.4938553496
1696,2023,"Bihar","Marketing",15,"30-04-2025",4222.37808965147,81037.8913584961
1697,2023,"Bihar","Nanotechnology",1,"30-04-2025",4737.17318942072,36864.6449846897
1698,2023,"Bihar","Non- Renewable Energy",8,"30-04-2025",3280.7740920689,40293.3290077469
1699,2023,"Bihar","Media & Entertainment",13,"30-04-2025",2466.37004786171,24106.4788090359
1700,2023,"Bihar","Retail",15,"30-04-2025",979.395668336656,17035.7250100196
1701,2023,"Bihar","House-Hold Services",1,"30-04-2025",3579.51365084155,42424.1834074095
1702,2023,"Bihar","Professional & Commercial Services",36,"30-04-2025",471.096354932524,9207.65610816891
1703,2023,"Bihar","Sports",1,"30-04-2025",2332.9370577354,32447.5759445401
1704,2023,"Bihar","Social Impact",6,"30-04-2025",4682.74116774555,92869.7102790613
1705,2023,"Bihar","Textiles & Apparel",9,"30-04-2025",4234.20365593629,34657.0117049334
1706,2023,"Bihar","Indic Language Startups",5,"30-04-2025",3595.12424875284,23088.1586208109
1707,2023,"Bihar","Transportation & Storage",5,"30-04-2025",662.841424101498,11503.3629261563
1708,2023,"Bihar","Logistics",1,"30-04-2025",2994.39593338175,27674.5525717027
1709,2023,"Bihar","Travel & Tourism",12,"30-04-2025",4949.7713670833,50890.189379512
1710,2023,"Bihar","Security Solutions",11,"30-04-2025",3096.27201486146,46356.1058503314
1711,2023,"Bihar","Real Estate",13,"30-04-2025",1401.73445161199,24622.7942605754
1712,2023,"Bihar","Other Specialty Retailers",6,"30-04-2025",365.348873753101,5632.39749017676
1713,2023,"Bihar","Safety",2,"30-04-2025",407.901214109734,2355.42599245253
1714,2023,"Bihar","Robotics",1,"30-04-2025",4373.88050950831,54243.4368631294
1715,2023,"Bihar","Passenger Experience",1,"30-04-2025",1845.98373366753,21290.4834450921
1716,2023,"Bihar","Biotechnology",1,"30-04-2025",4730.82963832421,87812.9230386024
1717,2023,"Bihar","Waste Management",9,"30-04-2025",2813.67875295691,40878.9816465029
1718,2023,"Bihar","Others",2,"30-04-2025",2587.67269690288,23415.7634598179
1719,2023,"Lakshadweep","Construction",1,"30-04-2025",4741.46973454626,45847.0859437511
1720,2023,"Lakshadweep","Travel & Tourism",1,"30-04-2025",593.517898046412,7099.88332811759
1721,2023,"Kerala","Analytics",5,"30-04-2025",4103.59237515368,39973.9593339515
1722,2023,"Kerala","Advertising",17,"30-04-2025",1917.84342853352,30745.0745782467
1723,2023,"Kerala","Architecture Interior Design",15,"30-04-2025",2805.37318671122,25044.5486025539
1724,2023,"Kerala","AR VR (Augmented + Virtual Reality)",7,"30-04-2025",1603.66237412672,27561.513633458
1725,2023,"Kerala","Automotive",24,"30-04-2025",457.597257546149,6002.66099253028
1726,2023,"Kerala","Art & Photography",6,"30-04-2025",3910.69083426846,76044.2618863291
1727,2023,"Kerala","Animation",5,"30-04-2025",1006.51190566132,18568.8252221572
1728,2023,"Kerala","Chemicals",8,"30-04-2025",3295.14806453371,39803.3915638187
1729,2023,"Kerala","Computer Vision",2,"30-04-2025",2203.97791397991,16072.9609972392
1730,2023,"Kerala","Telecommunication & Networking",12,"30-04-2025",1025.88421643013,8967.4772890306
1731,2023,"Kerala","Construction",68,"30-04-2025",4973.56908991933,59227.8292685206
1732,2023,"Kerala","Agriculture",51,"30-04-2025",2261.37718878454,31113.8220478275
1733,2023,"Kerala","Aeronautics Aerospace & Defence",15,"30-04-2025",205.561987834517,1998.17041284151
1734,2023,"Kerala","AI",20,"30-04-2025",4688.2319627679,38570.1066428539
1735,2023,"Kerala","Green Technology",22,"30-04-2025",4361.3705737167,82072.4027084306
1736,2023,"Kerala","Events",5,"30-04-2025",3026.16910277866,53139.2075567599
1737,2023,"Kerala","Fashion",16,"30-04-2025",1530.12650890741,29984.1035488667
1738,2023,"Kerala","Finance Technology",28,"30-04-2025",4056.26406209776,28572.4595279787
1739,2023,"Kerala","Enterprise Software",36,"30-04-2025",4763.10480608372,73236.5837572502
1740,2023,"Kerala","Food & Beverages",75,"30-04-2025",4267.66715775011,84511.6816035926
1741,2023,"Kerala","Design",8,"30-04-2025",680.183192528784,8771.99785929759
1742,2023,"Kerala","Dating Matrimonial",2,"30-04-2025",4845.96763143782,83559.6856727525
1743,2023,"Kerala","Education",116,"30-04-2025",2807.64999313978,52534.0675074424
1744,2023,"Kerala","Renewable Energy",24,"30-04-2025",76.554014463909,777.721999486276
1745,2023,"Kerala","Technology Hardware",51,"30-04-2025",722.031402413268,7099.50382368125
1746,2023,"Kerala","Healthcare & Lifesciences",110,"30-04-2025",78.9431527489796,623.866466480195
1747,2023,"Kerala","Internet of Things",14,"30-04-2025",4093.52660777513,49777.9469648522
